gstin,month,gst_rate,ledger_name,fg,total_quantity,total_taxable,total_cgst,total_sgst,total_igst
06ABGCS4796R1ZA,2025-08,0.0,Amazon DELHI,90,22,13730.0,0.0,0.0,0.0
