gstin,month,gst_rate,ledger_name,fg,total_quantity,total_taxable,total_cgst,total_sgst,total_igst
06ABGCS4796R1ZA,2025-08,0.18,Amazon ANDHRA PRADESH,LLQ,676,297171.85,0.0,0.0,53490.933
